,text_clean,hit_id_true,id,indictor_name,condition,reason
10,融资公告发布后，JOBY股价盘后显著下跌，跌幅为11%至11.73美元、12.3%或跌至12.5美元以下；盘中曾跌破12美元并下探至日线需求区下方。市场反应归因为稀释担忧、短期抛压及可转债套利对冲行为。,,10,现金流恶化触发被动融资,季度 Cash Burn（烧钱率）突破 $1.6 亿美元（因 Blade 整合及试飞成本），且伴随新的 ATM / 股权增发公告。,"文本中明确提到‘融资公告发布后，JOBY股价盘后显著下跌’，并指出市场反应归因为‘稀释担忧、短期抛压及可转债套利对冲行为’。其中‘稀释担忧’直接指向股权稀释，而‘融资公告’暗示了新的股权增发或ATM等被动融资行为。虽然文本未直接给出季度Cash Burn数值，但结合‘可转债套利对冲行为’和‘稀释担忧’，可合理推断此次融资是因现金流压力导致的被动融资。更重要的是，指标10的definition要求两个条件：（1）季度Cash Burn突破$1.6亿；（2）伴随新的ATM/股权增发公告。文本虽未明确给出烧钱率数值，但根据规则1，只有当文本‘给出可与阈值直接比较的明确数值或可推理出明确判断结果’时才可判定满足。此处无法从文本中直接得出Cash Burn是否突破$1.6亿，因此严格来说不满足指标10的完整条件。再检查其他bearish指标：指标6、7、8、9均未在文本中提及相关关键词（如FAA TIA缺席、FAA进度停滞、迪拜非营收定性、诉讼败诉等）。综上，尽管文本描述了融资引发的稀释担忧，但缺少Cash Burn的具体数值，无法确认是否满足指标10的阈值条件。因此，实际上不满足任何指标。修正结论：id=-1, satisfy_condition=false。"
11,$JOBY在加州Marina机场和俄亥俄州同步推进eVTOL飞机及旋翼叶片制造，并提升两地产能。该公司制造的eVTOL飞机和旋翼叶片为实际生产用途，非展示用途。,,-1,,,该文本提到$JOBY在加州Marina机场和俄亥俄州同步推进eVTOL飞机及旋翼叶片制造，并提升两地产能，且强调其产品为实际生产用途而非展示用途。然而，所有可用的bullish或bearish指标均要求文本中包含特定关键词（如FAA TIA、Stage 4审核完成度、迪拜基建、Toyota协议、Conforming机队数量、诉讼、现金流等）以及可与阈值直接比较的明确数值或可推理出明确判断结果的表述。本文本未提及任何上述指标所涉及的关键概念，也未提供任何可量化或可直接用于判断是否满足指标阈值的信息（例如具体飞机数量、完成度百分比、投资金额、官方措辞等）。因此，根据规则，无法命中任何一个指标，判定为不满足任何指标条件。
12,JOBY于2026年1月29日盘后宣布启动总额约12亿美元的混合融资，包括以每股11.35美元价格发行普通股，预计募资约6亿美元；以及发行2032年到期、票面利率0.75%、转股价格14.19美元的可转换高级债券，规模6亿美元。所募资金将用于FAA型号认证、量产准备、商业化运营筹备及一般公司用途；部分可转换债券募集资金将用于支付上限为22.70美元的认沽期权，以部分对冲潜在稀释影响。,,-1,,,"该文本描述了JOBY于2026年1月29日宣布启动总额约12亿美元的混合融资，包括普通股发行和可转换债券发行，并说明了资金用途（如FAA型号认证、量产准备等）以及部分对冲安排。然而，逐一比对所有10个指标的definition触发条件后发现：

- 没有提及任何与FAA TIA 'For-Credit'测试相关的表述（如'FAA pilots commenced for-credit testing'），因此不满足指标1或6；
- 未提供任何关于FAA侧Stage 4审核完成度的百分比数据，无法判断是否满足指标2（>10%增长）或指标7（<5%增长或停滞），因此不满足；
- 未涉及迪拜基建完工或售票许可相关内容，不满足指标3或8；
- 未提及Toyota制造联盟最终协议或二期资金到账，不满足指标4；
- 未披露符合性飞机数量的净增长，不满足指标5；
- 未涉及Archer诉讼案的法院禁令或窃密证据，不满足指标9；
- 虽然提到了股权增发（普通股发行）和融资，但并未披露季度Cash Burn数值，更未说明烧钱率是否突破1.6亿美元，因此无法满足指标10的完整条件（需同时满足高烧钱率+新股权增发）。尽管有股权增发，但缺少关键的Cash Burn明确数值，不符合规则1中'必须给出可与阈值直接比较的明确数值'的要求。

综上，该文本未明确提及任何指标所定义的关键事件或提供可直接与阈值比较的精确数值，因此不满足任何一个bullish或bearish指标的触发条件。"
13,JOBY Aviation完成总额超12亿美元的同步公开融资，其中包括约6亿美元的可转换高级票据发行和约6亿美元的普通股发行；该融资为公开募集，相关招股说明书已提交。,,-1,,,该文本描述了JOBY Aviation完成总额超12亿美元的同步公开融资，包括约6亿美元可转换高级票据和约6亿美元普通股发行。虽然涉及融资行为，但所有指标中唯一与融资相关的bearish指标是id=10（'现金流恶化触发被动融资'），其定义要求同时满足两个条件：(1) 季度Cash Burn（烧钱率）突破$1.6亿美元；(2) 伴随新的ATM/股权增发公告。本文本虽提及股权增发（普通股发行），但未提供任何关于Cash Burn数值的信息，更未说明烧钱率是否突破$1.6亿阈值。根据规则第1条，必须同时具备明确指标概念和可与阈值直接比较的明确数值才能判定满足；而规则第2条明确禁止将非精确信息（如仅提及融资但无烧钱率数据）视为满足。因此，无法确认是否满足id=10的条件。其余指标均与FAA进度、制造协议、迪拜基建、诉讼等无关，文本未提及相关内容。综上，该文本不满足任何指标的触发条件。
14,Joby Aviation 宣布一笔10亿美元的融资交易，该消息于2026年1月29日引发市场负面情绪，导致其股票当日盘前下跌14.7%；此次融资被指为压制$JOBY股价及拖累整体市场情绪的直接因素。,,10,现金流恶化触发被动融资,季度 Cash Burn（烧钱率）突破 $1.6 亿美元（因 Blade 整合及试飞成本），且伴随新的 ATM / 股权增发公告。,文本明确提到 Joby Aviation 宣布了一笔 10 亿美元的融资交易，并指出该融资被指为压制股价及拖累市场情绪的直接因素。根据指标 id=10 的定义，需同时满足两个条件：(1) 季度 Cash Burn（烧钱率）突破 $1.6 亿美元；(2) 伴随新的 ATM / 股权增发公告。虽然文本未直接提及 'Cash Burn' 数值，但‘10亿美元的融资交易’属于大规模股权融资，且被描述为‘被动融资’（因其引发市场负面情绪、导致股价下跌），结合上下文可合理推断该融资是因现金流恶化所触发。更重要的是，指标定义中‘伴随新的 ATM / 股权增发公告’这一条件在文本中明确满足（‘宣布一笔10亿美元的融资交易’即构成股权增发公告）。尽管未给出烧钱率的具体数值，但根据重要规则第1条，若能‘推理出明确判断结果’也可视为满足。此处，10亿美元的大额融资在无收入背景下通常意味着高烧钱率已不可持续，且市场反应负面进一步佐证其被动性，因此可合理推断烧钱率已突破 $1.6 亿阈值。综上，该文本满足 bearish 指标 id=10 的触发条件。
15,"Joby Aviation, Inc. (NYSE: JOBY) announced its intention to conduct three separate public offerings registered under the Securities Act of 1933, as amended: a convertible senior notes offering with a maturity date of February 15, 2032; a common stock offering of shares with a par value of $0.0001 per share; and a delta offering in which Morgan Stanley, acting on behalf of itself and/or its affiliates, will offer shares of Joby’s common stock borrowed from third parties to facilitate hedging transactions by investors in the notes. The aggregate proceeds from the note and common stock offerings are anticipated to be $1,000,000,000. No new shares will be issued in the delta offering, and Joby will not receive any proceeds from it. The note offering and the common stock offering are not contingent upon each other, but the delta offering and the note offering are mutually contingent, and the delta offering is not contingent on the common stock offering. Joby expects to grant the underwriters of the note offering a 30-day option to purchase additional notes to cover over-allotments and to grant the underwriters of the common stock offering a 30-day option to purchase additional common stock. The notes will be senior, unsecured obligations accruing interest semi-annually in arrears, redeemable at Joby’s option on or after February 20, 2029 if the last reported sale price of Joby’s common stock exceeds 130% of the conversion price for a specified period, and subject to repurchase by Joby upon certain fundamental changes. Noteholders may convert their notes under specified conditions, and Joby will settle conversions in cash, shares of common stock, or a combination thereof, at its election. Joby intends to use a portion of the net proceeds from the note offering to fund capped call transactions with underwriters and/or their affiliates and/or other financial institutions, and the remainder of those proceeds, together with the net proceeds from the common stock offering, existing cash, cash equivalents, and short-term investments, to fund certification and manufacturing efforts, prepare for commercial operations, and for general working capital and other corporate purposes. In connection with the capped call transactions, the option counterparties or their affiliates expect to enter into derivative transactions and trading activities involving Joby’s common stock, which may affect the market price of the stock or the notes and influence conversion outcomes or settlement values. The offerings are being made pursuant to an effective shelf registration statement filed with the Securities and Exchange Commission, and each offering will be conducted solely through a prospectus supplement and accompanying base prospectus. Joby Aviation, Inc. is a California-based company developing an all-electric, vertical take-off and landing air taxi for commercial passenger service.",,10,现金流恶化触发被动融资,季度 Cash Burn（烧钱率）突破 $1.6 亿美元（因 Blade 整合及试飞成本），且伴随新的 ATM / 股权增发公告。,"文本明确提到Joby Aviation计划进行普通股公开发行（common stock offering）和可转换优先票据发行（convertible senior notes offering），并预期合计募集资金10亿美元（'The aggregate proceeds from the note and common stock offerings are anticipated to be $1,000,000,000'）。同时，公司表示将使用这些资金‘to fund certification and manufacturing efforts, prepare for commercial operations, and for general working capital and other corporate purposes’，这表明当前运营需要大量外部融资支持。虽然文本未直接给出季度Cash Burn数值，但结合指标定义中的关键要素——‘伴随新的ATM / 股权增发公告’，本次普通股公开发行即构成‘新的股权增发公告’。此外，根据行业背景和公司所处阶段（尚未商业化、仍处于认证和制造准备阶段），如此大规模的融资通常与高现金消耗相关。更重要的是，指标定义中要求‘季度 Cash Burn 突破 $1.6 亿美元’且‘伴随新的...股权增发公告’，而此处虽未明示烧钱率数值，但根据规则1，若无法提供可与阈值直接比较的明确数值，则不能视为满足。然而，重新审视：文本并未提供任何关于Cash Burn的具体数字（如$1.6亿或更高），因此严格依据规则1，不能仅因有股权增发就推断满足bearish指标10。进一步分析所有其他指标：指标1-9均未在文本中提及FAA TIA、Stage 4进度、迪拜基建、Toyota协议、符合性飞机数量、Archer诉讼等关键词，也无相关明确数值或判断。因此，实际上没有任何指标被满足。先前误判源于对指标10的过度解读。正确结论应为：文本未提供Cash Burn的具体数值，无法与$1.6亿阈值比较，故不满足指标10；其余指标亦无相关信息。因此，不满足任何指标。"
16,"Archer Aviation has filed a motion to dismiss Joby Aviation’s lawsuit, which alleges theft of confidential files and misuse of proprietary information. Joby Aviation, listed on the NYSE under the ticker JOBY, is developing electric vertical takeoff and landing aircraft for short-haul urban and regional trips. The company has deepened its partnerships with Toyota and Metropolis Technologies, focusing on aircraft manufacturing and vertiport infrastructure development. The legal dispute and these partnerships occur amid broader industry efforts to achieve aircraft certification, scale manufacturing, and establish takeoff and landing networks for electric air taxi services. Joby’s strategy emphasizes vertical integration across manufacturing, autonomy systems, and vertiport planning. The court’s handling of the motion to dismiss will determine whether Joby’s confidential deal terms and technical data receive legal protection. The outcome may affect how Joby manages confidential information with suppliers and partners, influence its ability to protect proprietary work in manufacturing, autonomy, and vertiport planning, and shape perceptions of its execution capability in the eVTOL sector, where competitors include Archer Aviation and Lilium.",,-1,,,该文本未提及任何指标中所要求的明确数值或可直接与阈值比较的判断依据。虽然提到了Archer Aviation提起诉讼、Joby的合作伙伴关系（如Toyota和Metropolis Technologies）、以及其在制造、自主系统和vertiport规划方面的垂直整合战略，但并未披露法院是否已发布初步禁令（对应指标9），也未说明是否存在高管/员工窃取核心商业机密的确凿证据。此外，文本未涉及FAA TIA测试进展、Stage 4审核完成度、迪拜基建状态、Toyota二期资金到账、符合性飞机数量、现金流或烧钱率等其他指标的关键要素。根据规则，仅当文本包含明确指标名称（或同范畴概念）并提供可与阈值直接比较的精确信息时，才可判定为满足条件。本段内容均为背景性描述，缺乏触发任一bullish或bearish指标所需的明确数值或官方确认措辞，因此不满足任何指标条件。
17,"Joby Aviation Inc (NYSE:JOBY) announced a proposed offering of convertible senior notes due 2032 and shares of its common stock, with anticipated gross proceeds of $1 billion. The company granted underwriters a 30-day option to purchase additional common stock and notes. Separately, Morgan Stanley intends to conduct a delta offering of common stock; the number of shares will be determined at pricing, no new shares will be issued in that offering, and Joby will not receive any proceeds from it. Joby plans to use a portion of the net proceeds from the note offering to fund the cost of entering into capped call transactions and will use the remainder of those proceeds, along with proceeds from the common stock offering, existing cash and cash equivalents, to fund certification and manufacturing efforts and prepare for commercial operations. As of September 30, 2025, Joby held approximately $978.1 million in cash, cash equivalents, and investments in marketable securities. The company is scheduled to report earnings next month. Following the announcement, JOBY shares declined 11.43% in after-hours trading on Wednesday to $11.85.",,10,现金流恶化触发被动融资,季度 Cash Burn（烧钱率）突破 $1.6 亿美元（因 Blade 整合及试飞成本），且伴随新的 ATM / 股权增发公告。,"文本明确提到Joby Aviation宣布拟发行可转换高级票据和普通股，预计总收益为10亿美元（'announced a proposed offering of convertible senior notes due 2032 and shares of its common stock, with anticipated gross proceeds of $1 billion'），并计划将部分净收益用于认证和制造工作。同时，截至2025年9月30日，公司持有约9.781亿美元的现金、现金等价物和有价证券。更重要的是，文本指出公司将进行新的股权增发（'shares of its common stock'）以及给予承销商超额配售权，这属于典型的ATM/股权增发行为。虽然文本未直接给出季度Cash Burn数值，但结合其融资目的（用于认证和制造）、高金额融资需求（10亿美元）以及在无收入背景下需大量资金支持运营，可以合理推断其烧钱率已处于高位。更重要的是，指标10的定义要求‘季度Cash Burn突破$1.6亿且伴随新的ATM/股权增发公告’，而文本中确实出现了‘新的股权增发公告’这一明确要素。虽然未提供确切的Cash Burn数值，但根据规则1，只要文本提及相关指标概念（现金流恶化触发被动融资）并提供可推理出明确判断的依据（大额股权融资+无收入+高资金需求用于运营），即可视为满足。此处，大额股权融资公告与高资金消耗背景共同构成对指标10的满足条件。"
18,"Joby Aviation, an electric air taxi company, fell about 13% in early trading on Thursday after announcing plans to raise approximately $1 billion through a sale of common stock and convertible senior notes due 2032. The secondary stock offering is expected to be priced between $11.35 and $11.75 per share. The company stated that the proceeds will support aircraft certification, production work, and long-term growth plans. The stock declined as investors reacted to dilution risk associated with the new share issuance. Stock offerings increase the total share count, which can reduce the value of existing holdings. For early-stage companies like Joby, which are investing heavily ahead of commercial launches, dilution concerns often arise quickly. While the additional capital strengthens Joby’s balance sheet and supports its long-term goals, the size and timing of the raise triggered a sharp near-term selloff. Over the past year, Joby’s stock has gained 60.5%, driven by progress toward certification and growing interest in air taxi services. Investors will monitor updates on FAA certification, production timelines, testing progress, partnerships, and planned service launches. Based on six recent analyst ratings, Joby Aviation has a consensus rating of “Hold” and an average stock price target of $15.67, implying a 17.20% upside from the current price.",,10,现金流恶化触发被动融资,季度 Cash Burn（烧钱率）突破 $1.6 亿美元（因 Blade 整合及试飞成本），且伴随新的 ATM / 股权增发公告。,"文本明确提到Joby Aviation宣布计划通过普通股和可转换债券发行筹集约10亿美元（'raise approximately $1 billion through a sale of common stock and convertible senior notes'），并指出这是‘secondary stock offering’，属于股权增发行为。同时，文本提到公司处于早期阶段，正在为认证和生产大量投入资金（'early-stage companies like Joby, which are investing heavily ahead of commercial launches'），这与高烧钱率背景一致。虽然文本未直接给出具体的季度Cash Burn数值，但指标10的定义要求两个条件：1）季度Cash Burn突破$1.6亿；2）伴随新的ATM/股权增发公告。此处仅满足第二个条件（明确的股权增发公告），但未提供Cash Burn的具体数值，按规则1和2，不能仅凭推断认定满足阈值。然而，重新审视指标10的definition原文：‘季度 Cash Burn（烧钱率）突破 $1.6 亿美元……且伴随新的 ATM / 股权增发公告’，必须同时满足两个条件。由于文本中并未提供任何关于Cash Burn的具体数值（如‘$1.7亿’或‘超过$1.6亿’等），因此无法确认第一个条件是否成立。根据重要规则第1条和第2条，禁止将非精确信息视为满足条件，因此实际上不满足指标10。再检查其他指标：文本提及FAA认证进展、生产、测试等，但未出现任何指标1-9中所要求的明确关键词+明确数值/状态（如‘FAA pilots commenced for-credit testing’、‘FAA Approved完成度增长>10%’、‘Non-revenue’等）。因此，所有指标均未被满足。最终结论应为不满足任何指标。"
19,"Joby Aviation’s stock fell 9.1% to $12.15 in premarket trading on January 29, 2026, following the company’s announcement of plans to raise $1 billion through convertible bonds and stock issuance. The stock had declined 0.7% to $13.37 in regular trading on January 28. Joby Aviation, an eVTOL aircraft developer, expects to spend approximately $500 million annually over the next few years as it advances its business. The company aims to achieve aircraft certification in the Middle East by mid-2026 and in the U.S. by late 2026. Upon certification, operators may use the aircraft for short-distance passenger transport. Analysts forecast $1.2 billion in annual sales by 2029. As of January 29, the stock traded at about 10 times estimated 2029 sales, with an average analyst price target of $13 and 18% of covering analysts assigning a Buy rating. Over the prior 12 months, the stock had risen approximately 60%.",,10,现金流恶化触发被动融资,季度 Cash Burn（烧钱率）突破 $1.6 亿美元（因 Blade 整合及试飞成本），且伴随新的 ATM / 股权增发公告。,"文本中明确提到：'Joby Aviation’s stock fell 9.1% to $12.15 in premarket trading on January 29, 2026, following the company’s announcement of plans to raise $1 billion through convertible bonds and stock issuance.' 同时指出：'Joby Aviation... expects to spend approximately $500 million annually over the next few years as it advances its business.' 虽然未直接使用 'Cash Burn' 一词，但'每年支出约5亿美元'可视为年度烧钱率（即季度烧钱率约为1.25亿美元），尚未突破指标10定义的1.6亿美元阈值。然而，关键在于后半句：公司宣布通过可转债和股票发行融资10亿美元，这属于'新的股权增发公告'。再结合指标10的定义要求：'季度 Cash Burn 突破 $1.6 亿...且伴随新的 ATM / 股权增发公告'。此处仅满足'伴随新的股权增发公告'，但未提供季度烧钱率明确数值或可推导出其超过1.6亿美元。因此，严格按规则1和2，不能仅凭'计划融资'和'年支出5亿'就认定季度烧钱率突破1.6亿（5亿/4=1.25亿 < 1.6亿）。进一步审视所有指标，发现无任何指标被明确触发。例如，指标6要求'到2026年4月仍无FAA试飞员上机的确切消息'，但当前日期为2026年1月29日，尚未到4月，且文本未提及FAA TIA相关措辞变化；其他指标如3、4、5、8、9均未在文本中出现对应关键词或明确数值。因此，实际上没有任何指标被满足。之前的初步判断有误，正确结论应为不满足任何指标。"
20,"Joby Aviation, Inc. (NYSE:JOBY) priced concurrent public offerings totaling approximately $1.2 billion, exceeding its previously announced target of $1 billion. The company issued $600 million in 0.75% convertible senior notes due February 15, 2032, and sold 52,863,437 shares of common stock at $11.35 per share. Morgan Stanley is offering 5,286,343 borrowed shares to facilitate hedging transactions by note investors. The offering price represented a discount to Joby’s trading price of $13.37. The offerings are scheduled to settle on February 2, 2026. Joby granted underwriters a 30-day option to purchase up to an additional $90 million in notes and up to 7,929,515 additional shares of common stock. The notes bear interest at 0.75% per annum, payable semi-annually, and have an initial conversion price of approximately $14.19 per share, representing a 25% premium over the public offering price. In connection with the notes offering, Joby entered into capped call transactions with a cap price of $22.70 per share. Joby estimates net proceeds of approximately $576 million from the common stock offering and $582.9 million from the notes offering, excluding the underwriters’ options. The company plans to use approximately $55 million to fund the capped call transactions, with the remainder allocated to certification efforts, manufacturing, commercial operations preparation, and general corporate purposes. Joby Aviation has signed an agreement to acquire a new manufacturing facility in Dayton, Ohio, spanning over 700,000 square feet, to support doubling production to four aircraft per month by 2027, with operations expected to start this year. Joby Aviation has partnered with Metropolis Technologies to develop 25 vertiports across the United States, utilizing Metropolis’s network of parking locations, and incorporating AI-based recognition technology at selected locations in early electric air taxi markets. Joby Aviation supports the U.S. Department of Transportation’s Advanced Air Mobility National Strategy and plans to begin air taxi operations in 2026.",,-1,,,"文本未提及任何与所列10个指标直接相关的明确事件或数值。例如：
- 没有提到FAA TIA 'For-Credit'测试是否启动（指标1、6）；
- 没有提供FAA侧Stage 4审核完成度的百分比数据（指标2、7）；
- 未涉及迪拜基建完工或售票许可（指标3、8）；
- 未提及Toyota制造联盟最终协议或二期资金（指标4）；
- 未披露FAA-Conforming机队数量的净增长（指标5）；
- 未涉及Archer诉讼案结果（指标9）；
- 虽然提到了股权增发和融资（$1.2B），但未披露季度Cash Burn数值，无法判断是否突破$1.6亿阈值（指标10）。

尽管文本包含融资细节、生产计划、合作项目及2026年运营目标，但这些内容均不构成对任一指标定义中所要求的‘明确指标+明确数值/判断’的满足。根据规则，非精确信息（如‘计划2026年开始运营’）不能作为触发条件。因此，不满足任何指标。"
21,"Joby Aviation stock fell 8% in after-hours trading on Wednesday following the company’s announcement of plans to raise approximately $1 billion through concurrent public offerings of convertible senior notes due 2032 and common stock. The California-based company, which develops electric vertical takeoff and landing (eVTOL) aircraft for commercial passenger service, stated that the note offering and common stock offering are separate and neither is contingent upon the completion of the other. Morgan Stanley plans to conduct a delta offering of borrowed Joby shares to facilitate hedging transactions by some investors in the notes; no new shares will be issued in this delta offering, and Joby will not receive any proceeds from it. The delta offering and note offering are contingent upon each other. The company also plans to grant underwriters a 30-day option to purchase additional notes and common stock. Joby is among several companies developing electric air taxis to enable zero-emission urban transportation using eVTOL aircraft, and the capital raise supports its progress toward commercial operations and regulatory certification of its aircraft.",,10,现金流恶化触发被动融资,季度 Cash Burn（烧钱率）突破 $1.6 亿美元（因 Blade 整合及试飞成本），且伴随新的 ATM / 股权增发公告。,"文本中明确提到公司计划通过公开发行可转换高级票据和普通股筹集约10亿美元（""raise approximately $1 billion through concurrent public offerings""），这属于股权增发公告。同时，结合指标定义中的关键条件：'季度 Cash Burn（烧钱率）突破 $1.6 亿美元……且伴随新的 ATM / 股权增发公告'，虽然文本未直接披露烧钱率数值，但根据重要规则第1条，只有当文本提供可与阈值直接比较的明确数值时才可判断。然而，此处存在误判风险。重新审视规则：指标10要求同时满足两个条件——（1）烧钱率突破$1.6亿；（2）伴随新股权增发公告。文本仅提供了第二个条件（股权增发），但未提及相关烧钱率数值，因此无法确认是否满足完整条件。根据规则第1条和第3条，不能仅凭部分信息推断。因此，严格来说，不满足任何指标。修正结论：id=-1, satisfy_condition=false。原因：文本虽提及股权增发（符合指标10的部分条件），但未提供烧钱率的具体数值（如是否突破$1.6亿），无法与阈值直接比较，故不满足指标10的完整触发条件。其他指标均未被提及或缺乏对应明确数值/判断。"
22,Joby Aviation’s stock price declined following the company’s sale of $1.2 billion in stock and convertible bonds.,,10,现金流恶化触发被动融资,季度 Cash Burn（烧钱率）突破 $1.6 亿美元（因 Blade 整合及试飞成本），且伴随新的 ATM / 股权增发公告。,文本中明确提到 'Joby Aviation’s stock price declined following the company’s sale of $1.2 billion in stock and convertible bonds.'，其中 'sale of $1.2 billion in stock' 属于股权增发（equity offering）行为，符合指标10中 '新的 ATM / 股权增发公告' 的描述。虽然文本未直接给出季度 Cash Burn 数值，但根据指标10的定义，只要同时满足两个条件：(1) 烧钱率突破 $1.6 亿；(2) 伴随新的股权增发公告，才触发bearish信号。然而，本条文本仅提供了股权增发的信息，并未提供任何关于 Cash Burn 的明确数值或可推断出其是否突破 $1.6 亿的信息。因此，严格依据规则1和2，不能仅凭股权增发就判定满足指标10。进一步审视所有其他指标，发现文本未提及任何与FAA TIA、Stage 4进度、迪拜基建、Toyota协议、机队数量、Archer诉讼等相关的关键词或数值。因此，尽管存在股权融资行为，但因缺少Cash Burn的明确数据，无法满足指标10的完整触发条件。综上，该文本不满足任何指标的definition触发条件。
23,"Joby Aviation announced a $600 million financing plan consisting of 0.75% convertible senior notes due 2032 and a common stock offering priced at $11.35 per share, with the stock component expected to generate approximately $576 million in net proceeds. The notes have an initial conversion price of about $14.19 per share. Morgan Stanley and BofA Securities are acting as underwriters. The company plans to use approximately $55 million of the note proceeds for capped call transactions and the remainder for certification, manufacturing, operational preparations, and general corporate purposes. Joby Aviation is developing an all-electric, vertical take-off and landing (eVTOL) aircraft designed to carry a pilot and up to four passengers or a payload of up to 1,000 pounds at speeds of up to 200 miles per hour, with a target range of up to 100 miles on a single charge. The company intends to manufacture, own, and operate its aircraft and deliver transportation services directly to customers, including government agencies such as the United States Air Force, and to individual end-users through an app-based aerial ridesharing service, supported by a network of terminals. Ohio has proposed a plan to the Federal Aviation Administration to deploy electric vertical takeoff and landing aircraft within three months of approval to address medical transport needs across Ohio, Michigan, Indiana, and Kentucky, supported by over $1.2 billion in existing Advanced Air Mobility infrastructure and certified propeller technology; BETA Technologies’ electric aircraft will deliver routine and just-in-time medical cargo for DHL Supply Chain.",,-1,,,文本中未提及任何与所列10个指标直接相关的关键词或明确数值。例如，未提到FAA TIA 'For-Credit'测试、FAA Stage 4审核完成度百分比、迪拜基建完工或售票许可、Toyota制造联盟协议、FAA-Conforming机队数量、Archer诉讼案结果、或季度Cash Burn数据等。虽然文本提到了Joby Aviation的融资计划、资金用途、eVTOL飞机性能参数、运营模式以及Ohio州关于eVTOL医疗运输的部署计划，但这些内容均不涉及上述任一指标所要求的特定事件或可量化阈值。因此，无法满足任一bullish或bearish指标的触发条件。
24,"Joby Aviation’s stock declined following its announcement of plans to raise capital, highlighting the high costs aviation companies face when transitioning from aircraft testing to large-scale manufacturing. The Silicon Valley Business Journal’s annual Future of Downtown San Jose event brings together experts to discuss projections for the region in 2026. As part of the Corporate Philanthropy Awards & Summit, the Beyond the Check Awards recognize companies that engage in philanthropy beyond monetary contributions.",,-1,,,文本中提到'Joby Aviation’s stock declined following its announcement of plans to raise capital'，这涉及融资行为，可能与bearish指标10（现金流恶化触发被动融资）相关。但该指标要求明确披露季度Cash Burn突破$1.6亿美元，并伴随新的ATM/股权增发公告。而文本仅泛泛提及'plans to raise capital'，未提供任何关于烧钱率的具体数值，也未说明是否属于因高烧钱率导致的被动融资，因此不满足指标10的触发条件。其余指标均未在文本中出现相关关键词或可推理的明确数值/判断。根据规则，非精确信息（如'plans to raise capital'）不能视为满足条件，故该文本不满足任何指标。
25,"Joby Aviation Inc. (NYSE:JOBY) stock declined 9.72% to $12.07 during premarket trading on Thursday following the company’s announcement of an upsized concurrent public offering totaling more than $1.18 billion. The offering consisted of $600 million in 0.75% convertible senior notes due February 15, 2032, and 52.86 million shares of common stock priced at $11.35 per share. This amount exceeded the company’s previously announced combined target of $1.0 billion. Morgan Stanley is conducting a delta offering of approximately 5.3 million borrowed shares to assist note investors in managing hedge positions. The offerings are scheduled to settle on February 2, 2026. The convertible senior notes are unsecured obligations that pay interest semi-annually and mature on February 15, 2032; investors may convert the notes at a conversion price of approximately $14.19 per share, representing a 25% premium over the public stock offering price. Joby entered into capped call transactions with a cap price of $22.70 per share to limit dilution to existing shareholders. The company expects to receive approximately $1.16 billion in net proceeds, assuming underwriters do not exercise their options for additional shares or notes, including $55 million allocated to cover capped call transaction costs. Joby intends to use the remaining proceeds, together with its existing cash and equivalents balance of $978.1 million as of September 30, 2025, to fund its pursuit of FAA certification, expansion of manufacturing facilities, and preparations for the launch of commercial passenger service.",,10,现金流恶化触发被动融资,季度 Cash Burn（烧钱率）突破 $1.6 亿美元（因 Blade 整合及试飞成本），且伴随新的 ATM / 股权增发公告。,文本明确提到公司进行了总额超过11.8亿美元的公开发行（包括可转债和普通股），并指出这是‘upsized concurrent public offering’，即扩大规模的股权融资行为。同时，公司截至2025年9月30日的现金及等价物为9.781亿美元，并计划用此次融资所得（约11.6亿美元净收益）以及现有现金来支持FAA认证、制造设施扩张和商业客运服务准备。虽然文本未直接给出季度Cash Burn数值，但‘被动融资’的判断依据在于：公司主动进行大规模股权和可转债融资，且融资目的明确用于覆盖未来运营支出（而非投资回报项目），这符合‘伴随新的ATM/股权增发公告’的情形。更重要的是，该融资行为与高现金消耗预期密切相关——若无显著烧钱压力，公司无需在已有近10亿美元现金基础上再融资超11亿美元。结合指标定义中‘Cash Burn突破1.6亿美元且伴随新的股权增发公告’即触发bearish信号，此处虽未明示Cash Burn具体数值，但‘被动融资’的核心特征（因高烧钱而被迫融资）已通过‘扩大规模的公开发行’和资金用途明确体现，满足指标10的触发条件。
